name	linking_url
Tadjikistan	https://fr.wikipedia.org/wiki/Tadjikistan
Turkménistan	https://fr.wikipedia.org/wiki/Turkménistan
Kazakhstan	https://fr.wikipedia.org/wiki/Kazakhstan
Ouzbékistan	https://fr.wikipedia.org/wiki/Ouzbékistan
Togo	https://fr.wikipedia.org/wiki/Togo
Corée du Nord	https://fr.wikipedia.org/wiki/Corée_du
Yamoussoukro	https://fr.wikipedia.org/wiki/Yamoussoukro
Catacombes de Paris	https://fr.wikipedia.org/wiki/Catacombes_de
Lesotho	https://fr.wikipedia.org/wiki/Lesotho
Ciudad Juárez	https://fr.wikipedia.org/wiki/Ciudad_Juárez
Barcelone	https://fr.wikipedia.org/wiki/Barcelone
Rosette (Égypte)	https://fr.wikipedia.org/wiki/Rosette_(Égypte)
Memphis (Égypte)	https://fr.wikipedia.org/wiki/Memphis_(Égypte)
Poisy	https://fr.wikipedia.org/wiki/Poisy
Épagny (Haute-Savoie)	https://fr.wikipedia.org/wiki/Épagny_(Haute-Savoie)
Oyonnax	https://fr.wikipedia.org/wiki/Oyonnax
Cranves-Sales	https://fr.wikipedia.org/wiki/Cranves-Sales
Annemasse	https://fr.wikipedia.org/wiki/Annemasse
Université de Californie à Berkeley	https://fr.wikipedia.org/wiki/Université_de
Bourg-en-Bresse	https://fr.wikipedia.org/wiki/Bourg-en-Bresse
Laeken	https://fr.wikipedia.org/wiki/Laeken
Soleil	https://fr.wikipedia.org/wiki/Soleil
Saïs	https://fr.wikipedia.org/wiki/Saïs
Héliopolis (Égypte)	https://fr.wikipedia.org/wiki/Héliopolis_(Égypte)
Michel Houellebecq	https://fr.wikipedia.org/wiki/Michel_Houellebecq
Université libre de Bruxelles	https://fr.wikipedia.org/wiki/Université_libre
UCL Mons	https://fr.wikipedia.org/wiki/UCL_Mons
Université Saint-Louis - Bruxelles	https://fr.wikipedia.org/wiki/Université_Saint-Louis
Université de Namur	https://fr.wikipedia.org/wiki/Université_de
Montréal	https://fr.wikipedia.org/wiki/Montréal
Rhin	https://fr.wikipedia.org/wiki/Rhin
Fleuve Saint-Laurent	https://fr.wikipedia.org/wiki/Fleuve_Saint-Laurent
Île-du-Prince-Édouard	https://fr.wikipedia.org/wiki/Île-du-Prince-Édouard
Scorpion (constellation)	https://fr.wikipedia.org/wiki/Scorpion_(constellation)
Biot (Alpes-Maritimes)	https://fr.wikipedia.org/wiki/Biot_(Alpes-Maritimes)
Hydre (constellation)	https://fr.wikipedia.org/wiki/Hydre_(constellation)
Dodécanèse	https://fr.wikipedia.org/wiki/Dodécanèse
Grande Ourse	https://fr.wikipedia.org/wiki/Grande_Ourse
Philæ	https://fr.wikipedia.org/wiki/Philæ
Gand	https://fr.wikipedia.org/wiki/Gand
Saint-Lô	https://fr.wikipedia.org/wiki/Saint-Lô
Bouto	https://fr.wikipedia.org/wiki/Bouto
Wassy	https://fr.wikipedia.org/wiki/Wassy
